age,gender,employment_status,annual_income,usage_per_month,top_genre,num_of_days_active
37,Male,Unemployed,25400,702,Pop,145
49,Female,Employed full-time,152100,1266,Pop,214
23,Female,Employed full-time,18650,272,Jazz,175
32,Female,Employed part-time,8900,2956,Classical,109
42,Female,Employed full-time,155750,615,Pop,209
49,Female,Employed full-time,10750,729,Pop,219
24,Female,Student,24400,1614,Classical,191
22,Female,Student,48650,1899,Rock,147
21,Female,Employed full-time,15700,1462,Pop,134
28,Female,Employed part-time,16900,678,Classical,93
24,Female,Student,5450,2354,Classical,224
43,Female,Employed full-time,16200,413,Pop,154
33,Female,Unemployed,1400,2182,Classical,214
46,Male,Employed full-time,190500,692,Pop,197
22,Female,Employed full-time,11800,862,Rock,163
37,Male,Employed full-time,12400,1064,Pop,140
30,Female,Student,11350,5,Rock,250
18,Female,Student,58250,26,Pop,147
35,Female,Unemployed,197350,2397,Pop,121
41,Male,Employed full-time,107700,1990,Pop,223
25,Male,Unemployed,5950,2681,Pop,157
40,Male,Employed full-time,107800,1232,Pop,248
32,Female,Student,134150,140,Indie,179
25,Female,Student,23750,1417,Jazz,108
49,Female,Employed full-time,109250,189,Pop,135
27,Male,Employed full-time,173850,1091,Country,183
38,Female,Employed part-time,130400,386,Classical,158
33,Male,Employed full-time,152550,2317,Jazz,202
23,Male,Employed full-time,14300,920,Jazz,140
29,Male,Student,4400,2667,Country,118
29,Male,Student,18050,2768,Jazz,179
41,Male,Employed full-time,124100,271,Pop,124
40,Male,Employed full-time,49650,656,Rock,188
43,Male,Employed full-time,123050,2558,Classical,208
36,Female,Employed full-time,4350,1007,Country,103
29,Male,Employed full-time,400,1080,Pop,198
36,Male,Employed part-time,52750,477,Pop,196
25,Female,Employed full-time,139350,2280,Pop,238
38,Male,Employed full-time,20600,2674,Pop,226
33,Female,Employed full-time,25400,1867,Rock,123
47,Male,Employed full-time,124450,1390,Jazz,164
51,Male,Employed full-time,27600,847,Classical,167
26,Female,Employed full-time,11100,2932,Pop,207
30,Male,Employed full-time,93950,560,Rock,137
37,Male,Unemployed,1050,1901,Pop,213
42,Female,Employed full-time,7250,470,Pop,166
19,Female,Student,51750,2412,Country,123
40,Female,Employed full-time,95800,2333,Classical,213
40,Female,Employed full-time,7650,145,Country,204
34,Female,Employed full-time,105750,177,Pop,149
29,Male,Student,10400,1986,Classical,136
21,Female,Student,24250,2052,Pop,153
16,Female,Student,14400,338,Pop,82
16,Female,Student,24200,18,Pop,195
17,Female,Student,5550,231,Pop,88
29,Male,Employed full-time,174900,2337,Country,130
28,Male,Employed full-time,13250,2111,Pop,193
38,Male,Unemployed,650,561,Jazz,135
34,Female,Employed part-time,38900,2458,Pop,274
49,Prefer not to say,Employed full-time,52450,1718,Rock,170
44,Male,Employed full-time,114350,550,Pop,180
23,Female,Unemployed,44450,20,Pop,178
47,Male,Employed full-time,109100,1059,Pop,177
25,Male,Unemployed,18550,1214,Pop,245
37,Male,Employed part-time,55150,1478,Country,269
30,Female,Student,109950,1971,Country,239
40,Male,Employed full-time,26450,53,Classical,137
41,Male,Employed full-time,107900,2409,Pop,232
27,Male,Employed full-time,19850,1321,Pop,171
44,Male,Employed full-time,8250,6,Country,147
21,Male,Employed full-time,114400,1957,Rock,228
47,Female,Employed full-time,22200,219,Country,194
33,Female,Employed full-time,100450,39,Classical,188
50,Male,Employed full-time,137850,513,Pop,180
23,Male,Unemployed,24600,2954,Hip Hop,188
33,Male,Unemployed,10650,1273,Country,100
46,Male,Employed full-time,14250,518,Pop,167
28,Male,Student,28100,91,Pop,57
44,Female,Employed full-time,18400,1377,Rock,132
19,Male,Student,21450,344,Rock,95
37,Male,Employed full-time,167100,2431,Pop,195
38,Male,Employed full-time,183850,510,Pop,246
47,Female,Employed full-time,112450,1337,Hip Hop,142
23,Female,Employed full-time,2350,1336,Pop,226
42,Female,Employed full-time,181900,1745,Pop,267
35,Male,Student,19250,638,Pop,153
47,Female,Employed full-time,15400,1030,Classical,203
18,Female,Unemployed,28950,271,Classical,60
37,Male,Employed full-time,1050,501,Rock,239
18,Female,Student,49350,2084,Pop,213
45,Female,Unemployed,2000,2292,Classical,219
42,Female,Employed full-time,57150,2515,Hip Hop,158
26,Female,Employed full-time,55150,444,Pop,163
30,Female,Student,127900,314,Rock,183
20,Male,Student,22000,304,Jazz,202
44,Male,Employed full-time,19000,2386,Classical,122
25,Female,Employed part-time,10350,59,Country,201
30,Male,Employed part-time,550,950,Classical,184
20,Female,Unemployed,9600,2961,Rock,223
23,Male,Employed full-time,161300,1398,Indie,233
39,Female,Unemployed,10700,1720,Pop,214
37,Female,Student,27000,35,Pop,144
34,Female,Employed full-time,119600,753,Pop,205
43,Female,Employed full-time,1900,2538,Pop,157
41,Female,Employed part-time,46050,2727,Country,218
27,Female,Employed full-time,95550,1107,Classical,213
25,Male,Student,14250,2243,Classical,163
41,Male,Employed full-time,33050,223,Pop,187
43,Male,Employed full-time,100600,1170,Pop,134
36,Female,Employed full-time,94550,46,Indie,230
38,Male,Employed full-time,181250,2194,Pop,133
43,Female,Employed full-time,37500,2920,Pop,150
45,Female,Employed full-time,1600,726,Indie,149
45,Female,Employed full-time,123050,186,Country,180
49,Female,Employed full-time,8250,2296,Pop,154
29,Female,Employed full-time,42150,918,Classical,156
54,Female,Student,5350,1632,Classical,144
32,Female,Employed full-time,94600,1212,Pop,224
28,Female,Student,24850,2198,Indie,270
30,Female,Student,3250,238,Rock,192
21,Male,Employed part-time,8100,356,Rock,133
40,Male,Employed full-time,1200,372,Classical,182
49,Female,Student,5550,2005,Hip Hop,191
16,Female,Student,21150,1290,Pop,169
47,Female,Employed full-time,27150,2109,Pop,116
50,Female,Employed full-time,7550,1194,Pop,241
20,Female,Employed part-time,16800,1184,Pop,193
39,Female,Employed full-time,98000,2895,Pop,273
38,Female,Employed part-time,99950,1542,Rock,205
31,Female,Employed full-time,7400,2589,Rock,127
33,Female,Employed full-time,126100,2387,Country,189
33,Male,Employed full-time,114400,1646,Rock,179
38,Male,Employed full-time,18450,370,Rock,161
35,Female,Employed full-time,16550,883,Pop,164
24,Female,Student,26250,2210,Pop,191
47,Female,Employed full-time,179350,1000,Classical,112
41,Male,Employed full-time,21100,244,Pop,126
21,Male,Student,21850,21,Pop,74
23,Male,Student,18500,1821,Pop,171
45,Male,Employed full-time,160800,1314,Pop,177
49,Male,Employed full-time,35750,110,Pop,212
47,Female,Employed full-time,24900,1340,Pop,146
31,Female,Unemployed,16550,666,Country,272
31,Female,Unemployed,160900,683,Indie,243
31,Female,Employed full-time,101050,1454,Classical,240
30,Male,Employed full-time,1300,1456,Pop,57
18,Male,Unemployed,28100,1996,Jazz,260
41,Female,Employed full-time,122100,2931,Country,168
25,Male,Unemployed,1750,330,Pop,145
23,Male,Employed full-time,10550,939,Pop,167
27,Male,Student,8550,1034,Rock,184
28,Male,Employed full-time,16450,290,Rock,159
21,Male,Student,4350,1522,Pop,184
42,Male,Employed full-time,17900,6,Pop,166
50,Prefer not to say,Student,135600,1989,Classical,225
30,Male,Employed full-time,28750,346,Rock,149
50,Female,Employed full-time,109550,47,Pop,198
35,Male,Employed part-time,1300,2508,Rock,123
33,Male,Employed part-time,8900,1934,Pop,145
35,Male,Employed full-time,97300,34,Pop,198
28,Male,Employed part-time,28100,2163,Indie,186
39,Male,Student,14100,2008,Pop,195
19,Female,Student,18300,1056,Pop,106
36,Female,Employed part-time,23000,839,Pop,196
32,Male,Unemployed,300,1691,Indie,211
33,Female,Employed full-time,163650,1510,Country,175
32,Female,Unemployed,126000,1523,Rock,228
43,Female,Unemployed,24150,1376,Pop,245
23,Female,Employed full-time,41100,1232,Classical,183
33,Female,Employed full-time,22150,2365,Country,203
32,Male,Employed full-time,13400,1113,Rock,183
27,Female,Student,92300,2265,Pop,170
38,Female,Employed full-time,106550,1919,Rock,212
48,Male,Employed full-time,114500,820,Pop,219
41,Male,Employed part-time,105200,2269,Pop,94
27,Male,Student,14400,143,Pop,106
23,Male,Student,13750,54,Pop,186
32,Male,Employed full-time,105100,1558,Pop,170
23,Female,Student,29700,1127,Classical,131
23,Male,Employed full-time,47950,220,Classical,163
28,Male,Employed part-time,550,681,Pop,161
49,Male,Employed full-time,41400,390,Classical,155
28,Male,Student,13700,279,Classical,257
36,Male,Employed full-time,21250,477,Classical,154
20,Male,Student,26350,156,Pop,242
22,Female,Employed full-time,24850,21,Pop,243
26,Male,Employed full-time,5600,2782,Pop,176
25,Male,Employed full-time,54400,1,Pop,47
22,Male,Student,29500,483,Pop,124
16,Male,Student,3350,844,Classical,199
18,Male,Employed part-time,11050,2905,Jazz,149
16,Prefer not to say,Student,28950,57,Indie,279
46,Female,Unemployed,12500,573,Classical,144
21,Female,Employed full-time,2500,681,Pop,121
39,Female,Employed part-time,117150,2967,Pop,153
36,Male,Employed full-time,183700,1736,Classical,176
36,Female,Unemployed,2900,2110,Country,252
16,Male,Student,10800,2644,Rock,222
23,Male,Student,47750,1186,Pop,193
25,Male,Student,28500,252,Hip Hop,145
31,Female,Student,6750,1317,Pop,237
29,Male,Employed full-time,18600,41,Pop,210
17,Male,Student,1100,123,Rock,134
27,Male,Unemployed,6400,253,Country,180
18,Male,Student,3100,84,Classical,204
34,Female,Employed full-time,130350,2290,Rock,235
24,Female,Employed full-time,53450,841,Pop,206
23,Male,Student,10100,319,Classical,186
28,Female,Employed full-time,4650,628,Rock,211
35,Male,Employed full-time,10200,10,Jazz,210
36,Female,Employed full-time,174200,1243,Pop,185
39,Male,Employed full-time,104150,1517,Jazz,197
31,Female,Unemployed,9250,2690,Hip Hop,182
27,Male,Employed full-time,18350,252,Rock,112
28,Female,Unemployed,29100,58,Pop,128
34,Female,Unemployed,12800,2376,Indie,152
45,Male,Employed full-time,22850,101,Classical,162
29,Male,Employed full-time,2500,75,Pop,188
30,Male,Employed full-time,119750,983,Rock,161
21,Female,Employed part-time,4150,241,Country,183
34,Female,Employed full-time,4600,2169,Rock,189
33,Male,Employed full-time,107800,359,Rock,181
18,Female,Employed part-time,41100,2210,Pop,149
33,Male,Employed full-time,1450,1301,Pop,160
25,Female,Employed part-time,7700,46,Pop,155
36,Female,Employed full-time,5050,503,Pop,174
34,Female,Employed part-time,3850,2019,Pop,171
43,Female,Unemployed,7050,2914,Pop,122
23,Male,Employed full-time,22550,171,Country,157
36,Female,Unemployed,26200,323,Hip Hop,245
23,Male,Employed full-time,22400,350,Pop,103
37,Female,Employed full-time,22000,6,Pop,243
18,Male,Employed full-time,2100,2325,Pop,201
34,Female,Unemployed,10650,5,Pop,195
37,Male,Unemployed,5900,190,Country,189
39,Female,Employed full-time,4150,2582,Pop,145
37,Female,Employed part-time,10350,2,Jazz,139
35,Male,Employed full-time,50250,854,Rock,87
44,Male,Employed full-time,168200,1796,Rock,155
33,Male,Employed full-time,110300,1647,Jazz,246
27,Female,Employed full-time,19050,1453,Pop,226
25,Male,Employed full-time,15800,2395,Indie,171
24,Male,Student,104200,10,Indie,149
31,Female,Employed part-time,7650,386,Rock,287
20,Female,Student,17300,39,Pop,146
47,Male,Employed full-time,45750,2499,Country,187
30,Male,Employed full-time,140900,476,Pop,323
32,Male,Employed full-time,15300,57,Pop,289
48,Male,Employed full-time,112050,1582,Classical,118
33,Male,Employed full-time,116100,1323,Pop,187
31,Male,Employed full-time,25350,369,Country,182
25,Male,Employed full-time,14450,82,Jazz,203
28,Female,Employed full-time,7550,1885,Indie,178
31,Male,Employed full-time,4150,227,Hip Hop,133
31,Male,Employed full-time,102350,2213,Classical,170
20,Female,Employed full-time,27350,320,Pop,195
26,Male,Student,10850,1761,Jazz,231
17,Male,Student,24300,1615,Pop,222
44,Male,Employed part-time,42900,2856,Rock,122
38,Female,Employed full-time,15150,1526,Indie,227
35,Prefer not to say,Employed full-time,9600,2371,Pop,135
27,Female,Student,18850,49,Rock,159
33,Female,Employed full-time,53700,10,Jazz,262
34,Male,Employed full-time,110550,315,Pop,185
40,Female,Employed full-time,13200,2288,Pop,165
35,Male,Employed full-time,9850,1133,Country,140
17,Male,Student,10700,4,Country,252
38,Female,Employed part-time,20350,2027,Classical,124
35,Male,Employed part-time,46600,317,Classical,190
19,Male,Student,15100,181,Jazz,158
33,Female,Employed full-time,92700,1658,Indie,203
26,Female,Employed part-time,20650,2303,Classical,233
21,Female,Employed part-time,123750,33,Classical,133
35,Male,Employed full-time,26800,840,Pop,212
31,Female,Employed part-time,26600,950,Pop,186
40,Female,Unemployed,6100,1797,Pop,125
44,Male,Employed full-time,26750,650,Pop,83
28,Male,Unemployed,29500,14,Pop,141
33,Male,Employed full-time,108100,515,Rock,132
29,Male,Student,33700,11,Pop,149
46,Male,Employed full-time,14500,2320,Rock,240
64,Male,Employed full-time,3750,1988,Classical,173
21,Female,Employed full-time,14700,2954,Pop,169
32,Male,Employed full-time,12200,286,Pop,199
31,Male,Employed full-time,96800,99,Pop,157
16,Female,Student,29300,532,Pop,193
30,Male,Employed full-time,116600,264,Indie,156
17,Female,Student,3550,6,Country,195
37,Female,Employed full-time,6950,13,Classical,185
25,Female,Unemployed,27100,225,Country,172
36,Female,Employed full-time,14100,437,Pop,182
33,Female,Employed part-time,22100,1604,Classical,209
37,Female,Employed part-time,17350,132,Rock,140
37,Male,Employed full-time,18550,864,Classical,175
40,Female,Unemployed,3600,930,Country,183
24,Male,Employed full-time,23800,22,Pop,194
22,Male,Student,11650,348,Indie,119
36,Male,Employed full-time,9000,2697,Rock,208
23,Female,Employed part-time,21500,1781,Pop,178
37,Female,Unemployed,14250,293,Pop,230
44,Male,Employed full-time,15050,2927,Pop,132
17,Male,Student,4000,6,Country,253
31,Female,Employed full-time,15500,797,Pop,189
43,Male,Student,55050,1600,Classical,144
36,Female,Employed full-time,58500,224,Country,182
36,Female,Employed full-time,23800,213,Pop,164
50,Male,Employed full-time,26750,1191,Pop,207
30,Female,Employed full-time,13000,484,Classical,177
32,Male,Employed full-time,26350,434,Rock,109
35,Male,Employed full-time,16450,8,Pop,163
36,Female,Employed full-time,7600,10,Country,97
38,Male,Employed full-time,100700,738,Pop,121
26,Female,Employed full-time,12350,909,Rock,199
20,Female,Student,21150,2394,Pop,177
39,Male,Employed full-time,14200,148,Classical,221
23,Male,Employed full-time,28350,356,Rock,172
48,Female,Unemployed,20250,118,Classical,211
17,Male,Student,15400,171,Pop,196
41,Female,Unemployed,16800,2215,Pop,114
36,Male,Employed full-time,12100,739,Rock,191
36,Male,Employed full-time,13150,2152,Pop,168
35,Female,Employed part-time,29050,6,Pop,256
34,Male,Employed full-time,16100,2087,Rock,151
45,Female,Unemployed,16800,54,Pop,175
36,Male,Unemployed,4350,559,Pop,223
49,Female,Employed full-time,13850,1386,Pop,148
23,Female,Employed full-time,34400,9,Pop,219
36,Male,Employed full-time,187300,445,Pop,126
41,Male,Employed full-time,49500,691,Pop,102
-10,Male,Employed full-time,7950,2548,Rock,141
37,Female,Unemployed,8450,32,Classical,190
29,Male,Employed full-time,18350,2,Country,152
30,Female,Unemployed,21300,1695,Pop,221
23,Male,Employed full-time,12000,2224,Pop,160
16,Male,Student,17200,60,Rock,141
38,Female,Employed part-time,21500,150,Classical,140
16,Male,Student,29700,189,Pop,208
20,Male,Student,20400,1332,Rock,257
30,Female,Employed full-time,21000,1568,Pop,175
41,Male,Employed full-time,114700,1780,Country,252
30,Female,Employed part-time,39850,377,Rock,205
23,Male,Employed full-time,38050,586,Rock,153
46,Female,Employed part-time,4200,1069,Rock,146
44,Female,Employed part-time,11100,1964,Pop,200
27,Female,Employed full-time,44000,171,Classical,131
26,Male,Unemployed,7600,2184,Pop,205
26,Female,Employed full-time,6250,706,Pop,193
42,Male,Employed full-time,20000,193,Indie,186
50,Female,Employed full-time,13600,155,Classical,184
40,Male,Employed full-time,27300,29,Country,220
37,Female,Employed part-time,24900,2132,Pop,200
25,Female,Employed full-time,112300,2579,Country,181
28,Female,Employed part-time,9050,1170,Country,180
40,Female,Employed full-time,22400,1874,Pop,140
18,Male,Unemployed,4750,131,Pop,183
23,Male,Student,25550,2159,Jazz,186
24,Female,Student,9950,52,Pop,184
38,Male,Employed part-time,26300,640,Rock,204
41,Male,Employed full-time,151000,153,Rock,264
27,Male,Employed full-time,6200,1554,Pop,183
26,Female,Employed full-time,1950,1622,Pop,228
49,Male,Employed part-time,20150,285,Classical,220
56,Male,Employed part-time,19900,1196,Rock,202
34,Male,Employed full-time,38000,827,Pop,171
32,Female,Unemployed,23350,2169,Rock,197
36,Male,Employed full-time,25900,35,Classical,191
40,Male,Employed full-time,104600,246,Pop,235
40,Female,Employed full-time,15250,108,Pop,193
21,Male,Student,52900,1730,Pop,223
39,Male,Unemployed,14650,661,Jazz,221
23,Male,Student,4500,10,Pop,147
41,Female,Unemployed,48900,2194,Pop,127
47,Female,Employed full-time,41500,1786,Pop,146
55,Female,Employed full-time,113850,2558,Pop,200
35,Female,Employed part-time,49100,1,Pop,201
25,Female,Employed full-time,22200,171,Rock,242
47,Female,Employed part-time,27250,2396,Classical,138
